9619 8.029860675726752e-07 	 1.0 	 0.026741624115606422 	 0.9962060702875399
9620 6.818690024265094e-07 	 1.0 	 0.02604710813436456 	 0.9961062300319489
9621 7.264812662783982e-07 	 1.0 	 0.026164038223376863 	 0.9959065495207667
9622 6.377482215465591e-07 	 1.0 	 0.026393559987165006 	 0.9960063897763578
9623 6.297499065374268e-07 	 1.0 	 0.025706109598337596 	 0.9960063897763578
9624 8.814195005993497e-07 	 1.0 	 0.02692728111767009 	 0.9960063897763578
9625 7.60950966034386e-07 	 1.0 	 0.026233054515398566 	 0.9960063897763578
9626 2.3000646843296123e-06 	 1.0 	 0.026598039692401904 	 0.9961062300319489
9627 9.67124150309786e-07 	 1.0 	 0.026666162024329993 	 0.9960063897763578
9628 6.807065052883843e-07 	 1.0 	 0.026745536399758015 	 0.9962060702875399
9629 6.839293840842231e-07 	 1.0 	 0.02645520419151211 	 0.9961062300319489
9630 6.865234196297365e-07 	 1.0 	 0.026834883010925407 	 0.9959065495207667
9631 6.929970288970821e-07 	 1.0 	 0.026501716458915664 	 0.9961062300319489
9632 7.004948613148088e-07 	 1.0 	 0.026433422553825733 	 0.9962060702875399
9633 7.069086616469633e-07 	 1.0 	 0.0276429961092917 	 0.9960063897763578
9634 6.517321942362742e-07 	 1.0 	 0.02691102361922908 	 0.9960063897763578
9635 7.426764062147129e-07 	 1.0 	 0.026816671622819442 	 0.9960063897763578
9636 6.698743722029122e-07 	 1.0 	 0.027157012934766134 	 0.9962060702875399
9637 6.853891535114087e-07 	 1.0 	 0.02632908777486977 	 0.9964057507987221
9638 7.276457091259658e-07 	 1.0 	 0.026496169688917805 	 0.996305910543131
9639 7.727701126232489e-07 	 1.0 	 0.026750243588413984 	 0.9959065495207667
9640 6.639392889928786e-07 	 1.0 	 0.026936466892560483 	 0.9960063897763578
9641 6.450641872829976e-07 	 1.0 	 0.026756136637113702 	 0.9961062300319489
9642 8.403202414673671e-07 	 1.0 	 0.02653539548131924 	 0.9960063897763578
9643 1.0510555759509542e-06 	 1.0 	 0.026796484543640108 	 0.996305910543131
9644 5.993722505357369e-07 	 1.0 	 0.027077423233157812 	 0.9961062300319489
9645 6.998685458630405e-07 	 1.0 	 0.026263792998942766 	 0.996305910543131
9646 6.913452325544255e-07 	 1.0 	 0.025852496601330183 	 0.9962060702875399
9647 7.214302073001022e-07 	 1.0 	 0.02648613894756917 	 0.9961062300319489
9648 7.874750507257033e-07 	 1.0 	 0.026550968550075243 	 0.9959065495207667
9649 7.299148419888013e-07 	 1.0 	 0.02719096411057138 	 0.9962060702875399
9650 1.4212623758054121e-06 	 1.0 	 0.026309183408981435 	 0.9962060702875399
9651 9.114099731593228e-07 	 1.0 	 0.02661028362992925 	 0.9962060702875399
9652 6.700980480202645e-07 	 1.0 	 0.026522326316385295 	 0.9961062300319489
9653 6.796910699422653e-07 	 1.0 	 0.026764586028254447 	 0.9961062300319489
9654 7.288785885124583e-07 	 1.0 	 0.02716305758657542 	 0.9960063897763578
9655 6.462654521450872e-07 	 1.0 	 0.025863786731041057 	 0.996305910543131
9656 7.208255365829075e-07 	 1.0 	 0.0267977851464212 	 0.9962060702875399
9657 7.998168443756981e-07 	 1.0 	 0.026383816704224104 	 0.9962060702875399
9658 6.691861084574668e-07 	 1.0 	 0.026316077649099146 	 0.9960063897763578
9659 6.28392545785772e-07 	 1.0 	 0.027024006821019173 	 0.9959065495207667
9660 6.728026137272991e-07 	 1.0 	 0.02701133089306843 	 0.9960063897763578
9661 9.997897285430213e-07 	 1.0 	 0.026942580953188282 	 0.9959065495207667
9662 7.92013920956407e-07 	 1.0 	 0.026322772363890135 	 0.9960063897763578
9663 5.665762578739475e-07 	 1.0 	 0.02710446254821793 	 0.9960063897763578
9664 7.632261928988271e-07 	 1.0 	 0.026893723264722582 	 0.9959065495207667
9665 9.451738389216758e-07 	 1.0 	 0.026940664788778112 	 0.9959065495207667
9666 6.871817739705933e-07 	 1.0 	 0.0265433303005066 	 0.9960063897763578
9667 6.429250772166029e-07 	 1.0 	 0.027096874641480976 	 0.9958067092651757
9668 9.628054374201157e-07 	 1.0 	 0.026564338102587456 	 0.9962060702875399
9669 6.808376155943563e-07 	 1.0 	 0.02689138002180808 	 0.9961062300319489
9670 5.902649035381558e-07 	 1.0 	 0.025891607473494848 	 0.9962060702875399
9671 6.060269716867595e-07 	 1.0 	 0.026162128448917694 	 0.9961062300319489
9672 8.34386060867729e-07 	 1.0 	 0.027113024035263254 	 0.9957068690095847
9673 7.065706899962265e-07 	 1.0 	 0.026755695032939758 	 0.996305910543131
9674 1.2307497368425402e-06 	 1.0 	 0.026741169355709398 	 0.9961062300319489
9675 7.41544460211685e-07 	 1.0 	 0.02634112956459179 	 0.9961062300319489
9676 6.52542980236035e-07 	 1.0 	 0.025969245088129755 	 0.996305910543131
9677 6.029590127734252e-07 	 1.0 	 0.026919580064370893 	 0.996305910543131
9678 8.802811538565436e-07 	 1.0 	 0.02728997929580529 	 0.9961062300319489
9679 6.603641843113905e-07 	 1.0 	 0.02637777878404489 	 0.996305910543131
9680 5.975478493130026e-07 	 1.0 	 0.02634237700266396 	 0.9961062300319489
9681 7.804264029850572e-07 	 1.0 	 0.02671453365048941 	 0.9961062300319489
9682 6.64865907458676e-07 	 1.0 	 0.02651113231617467 	 0.9962060702875399
9683 6.409143911349701e-07 	 1.0 	 0.026513893562612856 	 0.9962060702875399
9684 6.007875640440829e-07 	 1.0 	 0.026187910243445443 	 0.9960063897763578
9685 5.675996803763894e-07 	 1.0 	 0.026490669900228418 	 0.9961062300319489
9686 6.855799204844004e-07 	 1.0 	 0.026410900528823663 	 0.9960063897763578
9687 7.180235639440014e-07 	 1.0 	 0.02633715335286148 	 0.9962060702875399
9688 6.958670897118679e-07 	 1.0 	 0.026513795630987016 	 0.9961062300319489
9689 5.982693765719205e-07 	 1.0 	 0.026234035842481195 	 0.9959065495207667
9690 6.679125876532055e-07 	 1.0 	 0.026281410988666112 	 0.9962060702875399
9691 6.260673473001077e-07 	 1.0 	 0.026468957305757594 	 0.9961062300319489
9692 6.117085894643992e-07 	 1.0 	 0.026504014061853598 	 0.9962060702875399
9693 6.153127081618948e-07 	 1.0 	 0.027566509446553745 	 0.9960063897763578
9694 6.017888294378792e-07 	 1.0 	 0.02658862576128747 	 0.9961062300319489
9695 6.337687384264257e-07 	 1.0 	 0.026421169713827703 	 0.9962060702875399
9696 6.121895993548776e-07 	 1.0 	 0.02677765881165021 	 0.9961062300319489
9697 5.793027913240678e-07 	 1.0 	 0.026783313384906495 	 0.9960063897763578
9698 6.454003256239105e-07 	 1.0 	 0.026502899372464393 	 0.9959065495207667
9699 5.848084421802468e-07 	 1.0 	 0.026145658994663333 	 0.9961062300319489
9700 6.236219168266644e-07 	 1.0 	 0.026780631690419342 	 0.9960063897763578
9701 6.367507938507799e-07 	 1.0 	 0.026057567430994903 	 0.996305910543131
9702 6.40261108998601e-07 	 1.0 	 0.026626301151401216 	 0.9960063897763578
9703 6.339402776849568e-07 	 1.0 	 0.026264727857028318 	 0.996305910543131
9704 1.244620654813957e-06 	 1.0 	 0.026534297211735502 	 0.9961062300319489
9705 6.46144434334559e-07 	 1.0 	 0.026117441712167316 	 0.9961062300319489
9706 7.726027691161619e-07 	 1.0 	 0.02649131034452732 	 0.9959065495207667
9707 6.457097999394534e-07 	 1.0 	 0.026700887438748343 	 0.9961062300319489
9708 6.151586480385163e-07 	 1.0 	 0.02623182790492872 	 0.9964057507987221
9709 6.240235568965602e-07 	 1.0 	 0.02677742122773064 	 0.9961062300319489
9710 6.15108608956092e-07 	 1.0 	 0.026158409956967648 	 0.9961062300319489
9711 6.37850246182694e-07 	 1.0 	 0.02662797386617719 	 0.9961062300319489
9712 6.408721790620575e-07 	 1.0 	 0.02673661614535425 	 0.9961062300319489
9713 6.234271391453206e-07 	 1.0 	 0.026410025598305145 	 0.9964057507987221
9714 7.11879392998469e-07 	 1.0 	 0.02654546210406764 	 0.996305910543131
9715 5.626687401320395e-07 	 1.0 	 0.026530300019880455 	 0.9961062300319489
9716 7.550295192768885e-07 	 1.0 	 0.026516824062395243 	 0.9960063897763578
9717 6.236314324274872e-07 	 1.0 	 0.02633572665513676 	 0.9962060702875399
9718 6.24854410888247e-07 	 1.0 	 0.02702089128148635 	 0.996305910543131
9719 6.392917590211766e-07 	 1.0 	 0.026268429995046954 	 0.9961062300319489
9720 6.492217451142324e-07 	 1.0 	 0.02599381820813388 	 0.996305910543131
9721 8.023684918288155e-07 	 1.0 	 0.02696157957707374 	 0.9961062300319489
9722 8.042575951289166e-07 	 1.0 	 0.026693813241631524 	 0.9958067092651757
9723 6.299951041798124e-07 	 1.0 	 0.026518647193470524 	 0.9960063897763578
9724 6.669880470695943e-07 	 1.0 	 0.026785892010522606 	 0.9960063897763578
9725 6.109840578557169e-07 	 1.0 	 0.02610237495609882 	 0.9962060702875399
9726 6.405276304468544e-07 	 1.0 	 0.026348975037870613 	 0.9962060702875399
9727 6.730485226241001e-07 	 1.0 	 0.026710996006262495 	 0.9961062300319489
9728 6.66411169267036e-07 	 1.0 	 0.026373193470235833 	 0.9962060702875399
9729 5.994770269717265e-07 	 1.0 	 0.026255232575146295 	 0.9960063897763578
9730 6.19861867826046e-07 	 1.0 	 0.02692501131804271 	 0.9960063897763578
9731 6.693222273609933e-07 	 1.0 	 0.02639758889445602 	 0.9961062300319489
9732 6.472903405513364e-07 	 1.0 	 0.027034902764024562 	 0.9961062300319489
9733 5.646025642235486e-07 	 1.0 	 0.02707692558448634 	 0.9960063897763578
9734 6.246513169256219e-07 	 1.0 	 0.0271239946228254 	 0.9959065495207667
9735 5.626571426823546e-07 	 1.0 	 0.026813565938505143 	 0.9960063897763578
9736 7.262209792811802e-07 	 1.0 	 0.02588482467438195 	 0.9962060702875399
9737 5.633897089306572e-07 	 1.0 	 0.027009710635518058 	 0.9956070287539937
9738 5.766554577179761e-07 	 1.0 	 0.026162897868796046 	 0.9961062300319489
9739 6.566978766362297e-07 	 1.0 	 0.02664582874877117 	 0.9960063897763578
9740 5.741642682535541e-07 	 1.0 	 0.02620734413789811 	 0.9962060702875399
9741 6.029612596213951e-07 	 1.0 	 0.02700805087239418 	 0.9960063897763578
9742 8.160079580713387e-07 	 1.0 	 0.026175035881489 	 0.9961062300319489
9743 6.341798092870476e-07 	 1.0 	 0.026178533154170472 	 0.9960063897763578
9744 6.413165570059221e-07 	 1.0 	 0.026299122380149132 	 0.9962060702875399
9745 6.829563387691451e-07 	 1.0 	 0.02725351815039156 	 0.9960063897763578
9746 6.236817800727578e-07 	 1.0 	 0.025966135785829503 	 0.9960063897763578
9747 5.366463872211114e-07 	 1.0 	 0.026348797403920342 	 0.9958067092651757
9748 6.28343832626399e-07 	 1.0 	 0.02702555308738661 	 0.9960063897763578
9749 6.984808010609811e-07 	 1.0 	 0.02650850124972546 	 0.9962060702875399
9750 6.074650602013775e-07 	 1.0 	 0.026887900984517016 	 0.9960063897763578
9751 5.993155271144701e-07 	 1.0 	 0.02706362280313604 	 0.9960063897763578
9752 6.113257155764984e-07 	 1.0 	 0.026215425045721705 	 0.9961062300319489
9753 6.038508863275638e-07 	 1.0 	 0.026287357040238643 	 0.996305910543131
9754 6.859809202295253e-07 	 1.0 	 0.026122687017205434 	 0.9962060702875399
9755 6.429374002753718e-07 	 1.0 	 0.026833027539895627 	 0.9960063897763578
9756 5.519227426137263e-07 	 1.0 	 0.02718566256856165 	 0.9960063897763578
9757 6.814483237873503e-07 	 1.0 	 0.026278322812397677 	 0.9958067092651757
9758 5.531976286482631e-07 	 1.0 	 0.026746567120672186 	 0.9960063897763578
9759 6.664946315589759e-07 	 1.0 	 0.026282277705155063 	 0.9960063897763578
9760 5.416932214519932e-07 	 1.0 	 0.026482075237194334 	 0.9960063897763578
9761 6.247505986350177e-07 	 1.0 	 0.02670204089789617 	 0.9961062300319489
9762 5.753921522476446e-07 	 1.0 	 0.026803746479358688 	 0.9958067092651757
9763 5.548525907458668e-07 	 1.0 	 0.026300996373363496 	 0.9962060702875399
9764 7.360014160961725e-07 	 1.0 	 0.02653388392087639 	 0.9962060702875399
9765 6.15423748258479e-07 	 1.0 	 0.026500487171415073 	 0.9962060702875399
9766 1.255260109907539e-06 	 1.0 	 0.026369043174133334 	 0.9958067092651757
9767 6.747912352767571e-07 	 1.0 	 0.027013584245170263 	 0.9959065495207667
9768 6.162437745275895e-07 	 1.0 	 0.0256453933150909 	 0.9964057507987221
9769 6.004471177472226e-07 	 1.0 	 0.02632155447594933 	 0.9962060702875399
9770 6.109208870567784e-07 	 1.0 	 0.026909761980715104 	 0.9961062300319489
9771 5.634208876735159e-07 	 1.0 	 0.026157858838741638 	 0.996305910543131
9772 5.869547676859099e-07 	 1.0 	 0.026199030662159485 	 0.9961062300319489
9773 6.61965065524015e-07 	 1.0 	 0.02672974848420507 	 0.9962060702875399
9774 6.466047015310039e-07 	 1.0 	 0.02673714148308057 	 0.9960063897763578
9775 7.332516784197196e-07 	 1.0 	 0.026580532896600825 	 0.9961062300319489
9776 9.283727012780219e-07 	 1.0 	 0.02645852921439444 	 0.9962060702875399
9777 5.841250785073271e-07 	 1.0 	 0.026452289738130585 	 0.9960063897763578
9778 5.267539181943448e-07 	 1.0 	 0.025836085313703187 	 0.9961062300319489
9779 5.963242593593065e-07 	 1.0 	 0.02688454271297021 	 0.9959065495207667
9780 6.30800327620733e-07 	 1.0 	 0.02682683762111401 	 0.9960063897763578
9781 5.866927849098147e-07 	 1.0 	 0.026286871897891043 	 0.9962060702875399
9782 5.888866582608898e-07 	 1.0 	 0.026985683431586718 	 0.9962060702875399
9783 4.93487849128229e-07 	 1.0 	 0.027051917884013912 	 0.9961062300319489
9784 6.109192489968507e-07 	 1.0 	 0.02656340259194747 	 0.9958067092651757
9785 1.524520271211287e-06 	 1.0 	 0.026616481090071243 	 0.9961062300319489
9786 5.739257811762855e-07 	 1.0 	 0.025843584443458006 	 0.9961062300319489
9787 6.729340862052879e-07 	 1.0 	 0.026821789658750532 	 0.9959065495207667
9788 6.272213287428485e-07 	 1.0 	 0.026371372176911104 	 0.9962060702875399
9789 6.705637884469695e-07 	 1.0 	 0.026641680994555796 	 0.9960063897763578
9790 6.452184460705723e-07 	 1.0 	 0.026457620561605062 	 0.9960063897763578
9791 5.946929857088889e-07 	 1.0 	 0.02624303022187242 	 0.9961062300319489
9792 5.850242757779256e-07 	 1.0 	 0.027688527797704983 	 0.9960063897763578
9793 5.340578486857339e-07 	 1.0 	 0.026458770163169228 	 0.9959065495207667
9794 8.630994309278605e-07 	 1.0 	 0.026880701970598952 	 0.9961062300319489
9795 6.406798420997006e-07 	 1.0 	 0.026998567319775395 	 0.9958067092651757
9796 6.369283913043944e-07 	 1.0 	 0.026712085384329048 	 0.9964057507987221
9797 1.7456647321607476e-06 	 1.0 	 0.02670550342977458 	 0.996305910543131
9798 7.190199001053089e-07 	 1.0 	 0.027013854151583392 	 0.9962060702875399
9799 5.546025600118298e-07 	 1.0 	 0.026684418880548816 	 0.9960063897763578
9800 5.268244400890865e-07 	 1.0 	 0.02707824932411666 	 0.9960063897763578
9801 6.134434005781486e-07 	 1.0 	 0.0264806974731322 	 0.9961062300319489
9802 6.992066866038727e-07 	 1.0 	 0.02608999402387854 	 0.996305910543131
9803 5.717802093082014e-07 	 1.0 	 0.02673167175951329 	 0.9959065495207667
9804 7.620946409096519e-07 	 1.0 	 0.025978831796521513 	 0.9961062300319489
9805 5.5065146040846e-07 	 1.0 	 0.027007779043259267 	 0.9960063897763578
9806 5.721587055302279e-07 	 1.0 	 0.02653658915410843 	 0.9961062300319489
9807 5.924641882150183e-07 	 1.0 	 0.026603343080178168 	 0.9962060702875399
9808 6.255671118579187e-07 	 1.0 	 0.026577019722966257 	 0.9961062300319489
9809 6.504566638069775e-07 	 1.0 	 0.027037634754711 	 0.9959065495207667
9810 5.644238048705574e-07 	 1.0 	 0.026867804902849825 	 0.9960063897763578
9811 5.06087097662089e-07 	 1.0 	 0.02661453875234593 	 0.9960063897763578
9812 6.331588938793686e-07 	 1.0 	 0.026560247614857545 	 0.9961062300319489
9813 5.789589451029542e-07 	 1.0 	 0.026897400879713106 	 0.9960063897763578
9814 6.694979263811263e-07 	 1.0 	 0.027689985865983122 	 0.9960063897763578
9815 5.69897073412875e-07 	 1.0 	 0.02610684601735308 	 0.9964057507987221
9816 6.708322250682386e-07 	 1.0 	 0.02607436619805369 	 0.9964057507987221
9817 5.999069884285291e-07 	 1.0 	 0.026420510739352036 	 0.996305910543131
9818 5.629164729755587e-07 	 1.0 	 0.02701255855911301 	 0.9959065495207667
9819 5.944670152383935e-07 	 1.0 	 0.027383994905448503 	 0.9960063897763578
9820 5.413920381828064e-07 	 1.0 	 0.02725193728830627 	 0.9959065495207667
9821 6.509637173833482e-07 	 1.0 	 0.026779544058208034 	 0.9962060702875399
9822 6.768868883163748e-07 	 1.0 	 0.02677040150399317 	 0.9962060702875399
9823 5.410996415197644e-07 	 1.0 	 0.026668903337847875 	 0.9961062300319489
9824 6.268823289353521e-07 	 1.0 	 0.02661058071118373 	 0.9961062300319489
9825 9.176230567278765e-07 	 1.0 	 0.02670270376992644 	 0.9961062300319489
9826 5.528899129593868e-07 	 1.0 	 0.026381636926394923 	 0.996305910543131
9827 5.685082056304224e-07 	 1.0 	 0.026734487205492784 	 0.9964057507987221
9828 6.738910725215419e-07 	 1.0 	 0.02609968749020892 	 0.9961062300319489
9829 5.797528130658236e-07 	 1.0 	 0.026184320112789556 	 0.9962060702875399
9830 5.933618940726148e-07 	 1.0 	 0.026664554551902177 	 0.9961062300319489
9831 5.0563561221864e-07 	 1.0 	 0.027020900002138165 	 0.9959065495207667
9832 6.049256178222606e-07 	 1.0 	 0.026460238690608727 	 0.9960063897763578
9833 5.967334263077361e-07 	 1.0 	 0.02658413634372147 	 0.9960063897763578
9834 7.880827431417004e-07 	 1.0 	 0.026280456484622773 	 0.9961062300319489
9835 5.470802552963505e-07 	 1.0 	 0.026736845893813758 	 0.996305910543131
9836 5.824340009512242e-07 	 1.0 	 0.026331496962280446 	 0.9960063897763578
9837 6.15465078298314e-07 	 1.0 	 0.02654019270415651 	 0.9960063897763578
9838 5.6626359313384e-07 	 1.0 	 0.027254096784472284 	 0.9960063897763578
9839 6.290377639234635e-07 	 1.0 	 0.02647019681808081 	 0.9961062300319489
9840 6.763789562879196e-07 	 1.0 	 0.026732811088946744 	 0.9959065495207667
9841 7.144923712131401e-07 	 1.0 	 0.026283262212740743 	 0.9962060702875399
9842 6.013605106205943e-07 	 1.0 	 0.026275350032612572 	 0.9962060702875399
9843 6.279990702775251e-07 	 1.0 	 0.026433547451828698 	 0.9962060702875399
9844 8.935825665150787e-07 	 1.0 	 0.025796571910392484 	 0.9962060702875399
9845 5.73440829934384e-07 	 1.0 	 0.02676940508637137 	 0.9961062300319489
9846 5.35601412977087e-07 	 1.0 	 0.026220140395314076 	 0.9961062300319489
9847 5.417358236012148e-07 	 1.0 	 0.027094609944154347 	 0.9959065495207667
9848 5.955136547785855e-07 	 1.0 	 0.026543910383978696 	 0.996305910543131
9849 5.977154275817043e-07 	 1.0 	 0.026404003721205632 	 0.9958067092651757
9850 5.938991467095888e-07 	 1.0 	 0.02586337324774008 	 0.996305910543131
9851 6.892715109088954e-07 	 1.0 	 0.02673254783428628 	 0.9961062300319489
9852 6.035562285795492e-07 	 1.0 	 0.0260668240472613 	 0.9959065495207667
9853 5.923862867234675e-07 	 1.0 	 0.025712033236029105 	 0.9961062300319489
9854 5.858337528925972e-07 	 1.0 	 0.02634094376801972 	 0.9960063897763578
9855 5.906287805152032e-07 	 1.0 	 0.026434295349228122 	 0.9962060702875399
9856 6.831430661448223e-07 	 1.0 	 0.027118000213749664 	 0.9960063897763578
9857 5.621782072260828e-07 	 1.0 	 0.026477800555357648 	 0.9961062300319489
9858 6.067798886165577e-07 	 1.0 	 0.02618340985682963 	 0.9958067092651757
9859 5.767254788126763e-07 	 1.0 	 0.026993614965739255 	 0.9962060702875399
9860 6.278249701870208e-07 	 1.0 	 0.02676259470337547 	 0.9960063897763578
9861 5.300411630106794e-07 	 1.0 	 0.026314449675173324 	 0.9964057507987221
9862 1.0707795694786171e-06 	 1.0 	 0.02645567131732508 	 0.9960063897763578
9863 6.096131992181597e-07 	 1.0 	 0.026248132770376777 	 0.9960063897763578
9864 5.641660056913622e-07 	 1.0 	 0.026369193728851034 	 0.9959065495207667
9865 6.066973489684812e-07 	 1.0 	 0.025794220168456457 	 0.996305910543131
9866 5.168670309217305e-07 	 1.0 	 0.026111999253519938 	 0.9960063897763578
9867 6.813088051835336e-07 	 1.0 	 0.026066345846424116 	 0.9957068690095847
9868 5.858925128674741e-07 	 1.0 	 0.026462587700358902 	 0.9958067092651757
9869 5.409112971155139e-07 	 1.0 	 0.02639407043907759 	 0.9961062300319489
9870 6.004698745603321e-07 	 1.0 	 0.026149810381785495 	 0.9962060702875399
9871 5.994520188450281e-07 	 1.0 	 0.025949779723777176 	 0.9960063897763578
9872 5.781175455062737e-07 	 1.0 	 0.02581916127790635 	 0.9960063897763578
9873 5.82156980237869e-07 	 1.0 	 0.02707401160881624 	 0.9958067092651757
9874 6.531574398371731e-07 	 1.0 	 0.026318283446263243 	 0.9958067092651757
9875 6.028832400555473e-07 	 1.0 	 0.02618521275514954 	 0.9962060702875399
