2662 8.557162968438092e-07 	 1.0 	 0.027083028154046045 	 0.9962060702875399
2663 7.099006263432273e-07 	 1.0 	 0.025935853748727086 	 0.9961062300319489
2664 1.2800049167650229e-06 	 1.0 	 0.02575835383498437 	 0.9964057507987221
2665 6.536423874516117e-07 	 1.0 	 0.027418695400702367 	 0.9961062300319489
2666 8.230206013003283e-07 	 1.0 	 0.026022392823796262 	 0.9960063897763578
2667 6.259802492093058e-07 	 1.0 	 0.02573865251228526 	 0.996305910543131
2668 6.550558148335029e-07 	 1.0 	 0.026165997276425077 	 0.996305910543131
2669 6.03401917383053e-07 	 1.0 	 0.02559568865808979 	 0.9965055910543131
2670 6.956906689656251e-07 	 1.0 	 0.026755985207187156 	 0.9964057507987221
2671 7.069617114864002e-07 	 1.0 	 0.025581213661413003 	 0.9964057507987221
2672 6.684146739100072e-07 	 1.0 	 0.02650654124129276 	 0.9964057507987221
2673 6.451250288807842e-07 	 1.0 	 0.026779969326487452 	 0.9961062300319489
2674 6.909157613938532e-07 	 1.0 	 0.026565234823187248 	 0.9961062300319489
2675 7.470758589873582e-07 	 1.0 	 0.027140081360952948 	 0.9962060702875399
2676 7.050110389999986e-07 	 1.0 	 0.02573408982753949 	 0.9966054313099042
2677 7.910911164336199e-07 	 1.0 	 0.02751678491563961 	 0.9962060702875399
2678 7.178210243361604e-07 	 1.0 	 0.02568160845759516 	 0.996305910543131
2679 6.937641686009499e-07 	 1.0 	 0.026406899741756962 	 0.9962060702875399
2680 6.753453036897383e-07 	 1.0 	 0.026282442108358502 	 0.996305910543131
2681 6.382155920965715e-07 	 1.0 	 0.026759151493896693 	 0.9962060702875399
2682 6.741093216031402e-07 	 1.0 	 0.02650322976296567 	 0.9962060702875399
2683 7.873487986776695e-07 	 1.0 	 0.026614140439457104 	 0.996305910543131
2684 7.459467615282733e-07 	 1.0 	 0.025998422731575033 	 0.996305910543131
2685 6.68648480441476e-07 	 1.0 	 0.027225547109810493 	 0.9962060702875399
2686 6.732029503633896e-07 	 1.0 	 0.026557643531748814 	 0.996305910543131
2687 6.396424011225577e-07 	 1.0 	 0.02736525741997352 	 0.9960063897763578
2688 7.65978957081046e-07 	 1.0 	 0.02626410529694263 	 0.9966054313099042
2689 6.066034104138396e-07 	 1.0 	 0.026040649331427516 	 0.996305910543131
2690 6.296459336650173e-07 	 1.0 	 0.025989345785882627 	 0.996305910543131
2691 6.812484451096168e-07 	 1.0 	 0.027065110782385538 	 0.9962060702875399
2692 6.450283665604673e-07 	 1.0 	 0.026290016873598398 	 0.9961062300319489
2693 7.779518006499586e-07 	 1.0 	 0.026609291257865465 	 0.9960063897763578
2694 6.606477395564525e-07 	 1.0 	 0.027750547455344332 	 0.9960063897763578
2695 6.326315539708105e-07 	 1.0 	 0.026126001666634768 	 0.996305910543131
2696 6.694335172059596e-07 	 1.0 	 0.02681499098000707 	 0.9961062300319489
2697 8.33421448606515e-07 	 1.0 	 0.025988323043703715 	 0.996305910543131
2698 6.768171837957482e-07 	 1.0 	 0.02746828706139251 	 0.9961062300319489
2699 6.205382146345074e-07 	 1.0 	 0.02684103816580321 	 0.9962060702875399
2700 9.69022160149251e-07 	 1.0 	 0.026712277565740388 	 0.9962060702875399
2701 7.410308405340516e-07 	 1.0 	 0.026203020118960325 	 0.996305910543131
2702 6.56986085596003e-07 	 1.0 	 0.027230064363849088 	 0.9962060702875399
2703 6.42757770706055e-07 	 1.0 	 0.026404826546198717 	 0.9965055910543131
2704 5.862954621518668e-07 	 1.0 	 0.025987247335937387 	 0.9962060702875399
2705 6.503102232581171e-07 	 1.0 	 0.02713119421782753 	 0.9962060702875399
2706 9.860387750900656e-07 	 1.0 	 0.02666650377072464 	 0.9962060702875399
2707 8.453861572800747e-07 	 1.0 	 0.026772557366616642 	 0.9961062300319489
2708 6.96254868738606e-07 	 1.0 	 0.027477154559816204 	 0.9964057507987221
2709 6.988085728083604e-07 	 1.0 	 0.027947099677343875 	 0.9960063897763578
2710 6.669092671874921e-07 	 1.0 	 0.027240100216314626 	 0.9962060702875399
2711 9.081915459124445e-07 	 1.0 	 0.026176706764927647 	 0.9964057507987221
2712 6.48429172985061e-07 	 1.0 	 0.026802093590636043 	 0.9961062300319489
2713 6.855336093086351e-07 	 1.0 	 0.026030061150534304 	 0.9962060702875399
2714 9.030567489902807e-07 	 1.0 	 0.027235359338963688 	 0.9962060702875399
2715 6.278728207701079e-07 	 1.0 	 0.026800676675805685 	 0.9962060702875399
2716 7.10175611226731e-07 	 1.0 	 0.02806456918541937 	 0.9960063897763578
2717 6.073111020712929e-07 	 1.0 	 0.027220830634804006 	 0.9962060702875399
2718 6.199957204370321e-07 	 1.0 	 0.026599367577223438 	 0.996305910543131
2719 6.220464853763019e-07 	 1.0 	 0.027373877294792317 	 0.9962060702875399
2720 7.194277274547289e-07 	 1.0 	 0.025846697867300424 	 0.9962060702875399
2721 7.546430330496889e-07 	 1.0 	 0.027214974927422888 	 0.9961062300319489
2722 6.803215301624732e-07 	 1.0 	 0.026501457762368875 	 0.996305910543131
2723 6.086033858890971e-07 	 1.0 	 0.026755513799643478 	 0.996305910543131
2724 8.642006105863231e-07 	 1.0 	 0.026314052532071322 	 0.9964057507987221
2725 1.4331958591270677e-06 	 1.0 	 0.026440454307469996 	 0.9962060702875399
2726 5.487704331059717e-07 	 1.0 	 0.026288208474766254 	 0.9965055910543131
2727 6.651245097229719e-07 	 1.0 	 0.027556940162206344 	 0.9962060702875399
2728 7.155482243946665e-07 	 1.0 	 0.027356261976528202 	 0.9962060702875399
2729 6.261065306172497e-07 	 1.0 	 0.02685942328348088 	 0.9962060702875399
2730 6.19731726430075e-07 	 1.0 	 0.026784190201004848 	 0.9960063897763578
2731 7.4477933781111e-07 	 1.0 	 0.028268991002994234 	 0.9960063897763578
2732 6.886046927429845e-07 	 1.0 	 0.027216495536978507 	 0.996305910543131
2733 6.316323125990664e-07 	 1.0 	 0.027463831386323988 	 0.996305910543131
2734 8.232091470797798e-07 	 1.0 	 0.026956519577973764 	 0.996305910543131
2735 6.665892394664752e-07 	 1.0 	 0.028368113053674177 	 0.9962060702875399
2736 4.261321467749184e-06 	 1.0 	 0.02662527874843963 	 0.996305910543131
2737 8.080307356557626e-07 	 1.0 	 0.027420167820603553 	 0.9964057507987221
2738 8.737088284846095e-07 	 1.0 	 0.027134948676822385 	 0.996305910543131
2739 9.220011145033879e-07 	 1.0 	 0.027349200734115096 	 0.9962060702875399
2740 9.025382466357713e-07 	 1.0 	 0.02737884740928211 	 0.9965055910543131
2741 7.24704356621686e-07 	 1.0 	 0.027871034647158316 	 0.9964057507987221
2742 7.41669183265401e-07 	 1.0 	 0.026173874621531215 	 0.9965055910543131
2743 6.726845275402126e-07 	 1.0 	 0.02737025177846996 	 0.9964057507987221
2744 7.774604137010499e-07 	 1.0 	 0.02807224070805122 	 0.996305910543131
2745 7.501502941104832e-07 	 1.0 	 0.026591002329589265 	 0.9964057507987221
2746 7.010249912516997e-07 	 1.0 	 0.02709113701902039 	 0.996305910543131
2747 6.472818252262868e-07 	 1.0 	 0.02733731851849471 	 0.9962060702875399
2748 7.471138181355741e-07 	 1.0 	 0.02632342399006482 	 0.9965055910543131
2749 6.620736649026072e-07 	 1.0 	 0.02657082535328692 	 0.9965055910543131
2750 7.426571782897895e-07 	 1.0 	 0.027060408475262452 	 0.996305910543131
2751 6.61504753944655e-07 	 1.0 	 0.027053300663193745 	 0.9964057507987221
2752 6.890162046484249e-07 	 1.0 	 0.02741577960086928 	 0.996305910543131
2753 9.165974648747977e-07 	 1.0 	 0.027183210439668985 	 0.9964057507987221
2754 7.248156653700732e-07 	 1.0 	 0.027091630483051566 	 0.9964057507987221
2755 7.123041513058582e-07 	 1.0 	 0.027717395314383605 	 0.9964057507987221
2756 7.263093260546328e-07 	 1.0 	 0.0273873339955389 	 0.996305910543131
2757 7.196661597082255e-07 	 1.0 	 0.02596051524159443 	 0.9964057507987221
2758 6.415952438790384e-07 	 1.0 	 0.02580550954369209 	 0.996305910543131
2759 9.694746983032587e-07 	 1.0 	 0.027439282194273378 	 0.9962060702875399
2760 6.774039849179303e-07 	 1.0 	 0.026149327319963077 	 0.9965055910543131
2761 6.873635003080381e-07 	 1.0 	 0.02644672783623389 	 0.9965055910543131
2762 7.324623500953465e-07 	 1.0 	 0.026444427349845475 	 0.9966054313099042
2763 8.080353092175585e-07 	 1.0 	 0.027285706699745192 	 0.9962060702875399
2764 6.731209137697647e-07 	 1.0 	 0.02654205583124152 	 0.9964057507987221
2765 1.0877852342997584e-06 	 1.0 	 0.027811308670027207 	 0.9962060702875399
2766 6.298308561164845e-07 	 1.0 	 0.026766145974024973 	 0.996305910543131
2767 7.146909661915402e-07 	 1.0 	 0.02707669340966753 	 0.996305910543131
2768 7.081288536785734e-07 	 1.0 	 0.027230581491003995 	 0.996305910543131
2769 7.32138671081799e-07 	 1.0 	 0.02695718580298361 	 0.9962060702875399
2770 8.036756934801303e-07 	 1.0 	 0.027223095486321455 	 0.996305910543131
2771 6.371043732629289e-07 	 1.0 	 0.026035886564326385 	 0.9965055910543131
2772 1.090073788239465e-06 	 1.0 	 0.025767524574649703 	 0.9964057507987221
2773 6.523430155645827e-07 	 1.0 	 0.026503502460974944 	 0.9965055910543131
2774 6.31187681747889e-07 	 1.0 	 0.026323606440578025 	 0.996305910543131
2775 6.291855479288699e-07 	 1.0 	 0.026063955738001347 	 0.996305910543131
2776 6.539468723752862e-07 	 1.0 	 0.026781706831370346 	 0.9962060702875399
2777 9.186734897861015e-07 	 1.0 	 0.026488741491176113 	 0.9965055910543131
2778 9.015842737224489e-07 	 1.0 	 0.025695625268409246 	 0.9965055910543131
2779 8.110472719728534e-07 	 1.0 	 0.02627175659468056 	 0.9965055910543131
2780 7.503028220412489e-07 	 1.0 	 0.02626912477558538 	 0.9965055910543131
2781 6.59335957871292e-07 	 1.0 	 0.027236965661301148 	 0.9964057507987221
2782 6.800174104141377e-07 	 1.0 	 0.025887370498941194 	 0.996305910543131
2783 6.48455311250018e-07 	 1.0 	 0.027715334695383183 	 0.9964057507987221
2784 7.926885288711105e-07 	 1.0 	 0.026928003645431815 	 0.996305910543131
2785 9.902490480774873e-07 	 1.0 	 0.027227402495299972 	 0.9964057507987221
2786 6.506788003710539e-07 	 1.0 	 0.028038928474650112 	 0.9959065495207667
2787 6.422008533547796e-07 	 1.0 	 0.027165775019156378 	 0.9962060702875399
2788 6.902656096323768e-07 	 1.0 	 0.027450858681763265 	 0.9962060702875399
2789 9.080728054533437e-07 	 1.0 	 0.026125217204031454 	 0.996305910543131
2790 7.032518680135524e-07 	 1.0 	 0.026745517695291134 	 0.9962060702875399
2791 6.631565174714637e-07 	 1.0 	 0.02670666550335599 	 0.9964057507987221
2792 6.810218727973449e-07 	 1.0 	 0.027007710565116024 	 0.9964057507987221
2793 6.022653978543246e-07 	 1.0 	 0.02578529899039321 	 0.9964057507987221
2794 2.4020013222922215e-05 	 1.0 	 0.03018018558935703 	 0.9956070287539937
2795 3.427902660513098e-06 	 1.0 	 0.028656768700718798 	 0.9961062300319489
2796 1.242574214304568e-06 	 1.0 	 0.028334802637755098 	 0.9959065495207667
2797 1.3395478889182755e-06 	 1.0 	 0.027814188566157413 	 0.9961062300319489
2798 2.587331849771317e-06 	 1.0 	 0.02808229265496136 	 0.9962060702875399
2799 1.1081220101391409e-06 	 1.0 	 0.02846706375923979 	 0.9961062300319489
2800 1.8681611081177608e-06 	 1.0 	 0.028163797396953936 	 0.9962060702875399
2801 1.2709944389924032e-06 	 1.0 	 0.027798021544406627 	 0.9961062300319489
2802 1.0376157936238428e-06 	 1.0 	 0.027890303942142397 	 0.9961062300319489
2803 9.99096904284329e-07 	 1.0 	 0.029481786497676812 	 0.9960063897763578
2804 1.3384371527364181e-06 	 1.0 	 0.028131582733311095 	 0.9962060702875399
2805 9.333305058711971e-07 	 1.0 	 0.02726826994469404 	 0.9961062300319489
2806 2.082565298887573e-06 	 1.0 	 0.02665418500235106 	 0.9960063897763578
2807 1.135985874044252e-06 	 1.0 	 0.025292951037290873 	 0.9964057507987221
2808 1.2267453224990277e-06 	 1.0 	 0.02677655538140922 	 0.9961062300319489
2809 1.3393379796463023e-06 	 1.0 	 0.025936636942487 	 0.9961062300319489
2810 9.874777514062316e-07 	 1.0 	 0.02635827324715217 	 0.9964057507987221
2811 1.3675209154487788e-06 	 1.0 	 0.02611749232532903 	 0.9962060702875399
2812 8.985131612506336e-07 	 1.0 	 0.02722383390537728 	 0.9961062300319489
2813 8.037276903490919e-07 	 1.0 	 0.026341778518412698 	 0.996305910543131
2814 9.626759971973798e-07 	 1.0 	 0.026326762653132836 	 0.9962060702875399
2815 9.944561515771967e-07 	 1.0 	 0.026665282152742536 	 0.9961062300319489
2816 1.0218507412349708e-06 	 1.0 	 0.02694956006806697 	 0.9961062300319489
2817 3.8074597022335864e-06 	 1.0 	 0.02740483325753119 	 0.9961062300319489
2818 1.0834240075064372e-06 	 1.0 	 0.027075414783203793 	 0.9961062300319489
2819 1.2365579948030358e-06 	 1.0 	 0.02772734264067226 	 0.9959065495207667
2820 1.1595807692606285e-06 	 1.0 	 0.02659589408791145 	 0.9961062300319489
2821 8.929131449133366e-07 	 1.0 	 0.027148060843740364 	 0.9961062300319489
2822 1.0376707754349468e-06 	 1.0 	 0.025947967933483074 	 0.996305910543131
2823 1.020317099714987e-06 	 1.0 	 0.026692034535042607 	 0.9961062300319489
2824 1.194435312639257e-06 	 1.0 	 0.026735477430939313 	 0.9961062300319489
2825 1.343518550187639e-06 	 1.0 	 0.027299955553761236 	 0.996305910543131
2826 1.0104793484316587e-06 	 1.0 	 0.02729552967860873 	 0.9962060702875399
2827 8.700802877160641e-07 	 1.0 	 0.026557135843154035 	 0.9962060702875399
2828 9.46798145548371e-07 	 1.0 	 0.026665934204012722 	 0.9964057507987221
2829 8.584604145686114e-07 	 1.0 	 0.026800268328680387 	 0.9964057507987221
2830 9.292357697191278e-07 	 1.0 	 0.02669348457337446 	 0.9965055910543131
2831 9.862559700513884e-07 	 1.0 	 0.026121501474309732 	 0.9966054313099042
2832 1.0381028192762187e-06 	 1.0 	 0.02603106727330916 	 0.996305910543131
2833 8.272003210120715e-07 	 1.0 	 0.026694937833882167 	 0.9961062300319489
2834 7.488296683061435e-07 	 1.0 	 0.02708735122979448 	 0.996305910543131
2835 1.0566262835314432e-06 	 1.0 	 0.02614642570660545 	 0.9960063897763578
2836 1.0580257632528855e-06 	 1.0 	 0.027733803894892363 	 0.996305910543131
2837 9.93075803322654e-07 	 1.0 	 0.026506356477139847 	 0.9962060702875399
2838 8.294750953864138e-07 	 1.0 	 0.026370501868898624 	 0.9961062300319489
2839 8.354431863401146e-07 	 1.0 	 0.02671819278332293 	 0.996305910543131
2840 7.076368796008126e-07 	 1.0 	 0.02609730749123193 	 0.996305910543131
2841 7.345908971153392e-07 	 1.0 	 0.025872475491588727 	 0.9962060702875399
2842 8.757626492435122e-07 	 1.0 	 0.026449047307634185 	 0.9962060702875399
2843 7.330792934754981e-07 	 1.0 	 0.025774313395296688 	 0.996305910543131
2844 7.696670326015465e-07 	 1.0 	 0.02730197787594218 	 0.996305910543131
2845 7.635490370287812e-07 	 1.0 	 0.026764847055467573 	 0.996305910543131
2846 7.424441347396282e-07 	 1.0 	 0.02748505204337539 	 0.996305910543131
2847 7.813583386992206e-07 	 1.0 	 0.026725106951600984 	 0.996305910543131
2848 7.743083638087e-07 	 1.0 	 0.026914349210515342 	 0.9962060702875399
2849 8.001464392926039e-07 	 1.0 	 0.027090685445734425 	 0.9959065495207667
2850 8.123413557675008e-07 	 1.0 	 0.026450519468240136 	 0.996305910543131
2851 1.0046349172780822e-06 	 1.0 	 0.02661817316835975 	 0.9962060702875399
2852 7.141711651843253e-07 	 1.0 	 0.026152738023637215 	 0.9965055910543131
2853 8.197176579527366e-07 	 1.0 	 0.02679004475631514 	 0.996305910543131
2854 7.368016666251265e-07 	 1.0 	 0.026543514387628406 	 0.996305910543131
2855 8.32830132723359e-07 	 1.0 	 0.026430761932191443 	 0.9962060702875399
2856 7.273468183880994e-07 	 1.0 	 0.026809659191347174 	 0.996305910543131
2857 1.3153107728319924e-06 	 1.0 	 0.02674295214273561 	 0.9964057507987221
2858 9.43132590188327e-07 	 1.0 	 0.027319060644781474 	 0.9962060702875399
2859 7.841616893921355e-07 	 1.0 	 0.025987287856683167 	 0.996305910543131
2860 8.105763450139137e-07 	 1.0 	 0.02662586491454149 	 0.9961062300319489
2861 7.661044648541804e-07 	 1.0 	 0.026542999683588392 	 0.9961062300319489
2862 8.825726319105342e-07 	 1.0 	 0.02683251085199159 	 0.9962060702875399
2863 7.642776286316177e-07 	 1.0 	 0.027153686520543643 	 0.9962060702875399
2864 7.225615964073029e-07 	 1.0 	 0.026028887851602536 	 0.996305910543131
2865 7.936990925882981e-07 	 1.0 	 0.02665268768612177 	 0.9962060702875399
2866 8.615577361038617e-07 	 1.0 	 0.02653445481993312 	 0.996305910543131
2867 7.372566017980375e-07 	 1.0 	 0.02711461903897892 	 0.9962060702875399
2868 7.832709957889961e-07 	 1.0 	 0.02657274808255552 	 0.9966054313099042
2869 6.508622899937677e-07 	 1.0 	 0.027091184696811814 	 0.996305910543131
2870 9.363048955627562e-07 	 1.0 	 0.0263740243773676 	 0.9962060702875399
2871 1.158449664967236e-06 	 1.0 	 0.027786702403885002 	 0.9960063897763578
2872 7.319641697651491e-07 	 1.0 	 0.026542662330373886 	 0.9961062300319489
2873 8.07113261819552e-07 	 1.0 	 0.026533360015042935 	 0.996305910543131
2874 7.56627769895033e-07 	 1.0 	 0.026630590433778314 	 0.9964057507987221
2875 7.558848642206328e-07 	 1.0 	 0.02658552666506955 	 0.996305910543131
2876 6.748572608360348e-07 	 1.0 	 0.026389591732548984 	 0.9964057507987221
2877 7.632009453698174e-07 	 1.0 	 0.026672133273950568 	 0.9961062300319489
2878 1.0939436648205003e-06 	 1.0 	 0.026739867403641596 	 0.9964057507987221
2879 7.239705973714194e-07 	 1.0 	 0.026661121993128156 	 0.996305910543131
2880 8.0720443267154e-07 	 1.0 	 0.026403146637102824 	 0.9964057507987221
2881 6.611220472561285e-07 	 1.0 	 0.026719208742890695 	 0.9964057507987221
2882 8.334980118867463e-07 	 1.0 	 0.026215475226887577 	 0.9964057507987221
2883 6.940654565738668e-07 	 1.0 	 0.026223309951647695 	 0.9965055910543131
2884 7.259156531935673e-07 	 1.0 	 0.027829166681876006 	 0.996305910543131
2885 6.660925585360645e-07 	 1.0 	 0.02718824154023932 	 0.9962060702875399
2886 7.041674451267e-07 	 1.0 	 0.02632206719669442 	 0.9965055910543131
2887 7.805978293040994e-07 	 1.0 	 0.026275862571852784 	 0.996305910543131
2888 7.721773910832042e-07 	 1.0 	 0.026572641907056407 	 0.996305910543131
2889 7.302541475696955e-07 	 1.0 	 0.02590254112018508 	 0.9964057507987221
2890 7.471759027852443e-07 	 1.0 	 0.027558877464663387 	 0.996305910543131
2891 8.709273916903726e-07 	 1.0 	 0.026468327402405598 	 0.9965055910543131
2892 7.233102658661039e-07 	 1.0 	 0.026790243668013216 	 0.9962060702875399
2893 8.85883052415295e-07 	 1.0 	 0.025772564044408308 	 0.9965055910543131
2894 6.463513971837642e-07 	 1.0 	 0.02679198093321737 	 0.9962060702875399
2895 9.809810314050083e-07 	 1.0 	 0.026895586587301512 	 0.9965055910543131
2896 6.66195102646725e-07 	 1.0 	 0.027077871462817916 	 0.996305910543131
2897 6.968164429123647e-07 	 1.0 	 0.02672346151319313 	 0.9964057507987221
2898 7.155558318355304e-07 	 1.0 	 0.026899947935845853 	 0.996305910543131
2899 7.017644198714379e-07 	 1.0 	 0.026164511899430653 	 0.9962060702875399
2900 6.789347365233311e-07 	 1.0 	 0.02740708837427662 	 0.9961062300319489
2901 7.541467510930034e-07 	 1.0 	 0.027388272031725454 	 0.9962060702875399
2902 9.205025296860469e-07 	 1.0 	 0.026731218148118692 	 0.996305910543131
2903 8.649114256094492e-07 	 1.0 	 0.027049922365939772 	 0.9964057507987221
2904 9.456391570397216e-07 	 1.0 	 0.02814877918985334 	 0.9961062300319489
2905 8.192237459996931e-07 	 1.0 	 0.027376473780466665 	 0.996305910543131
2906 8.237884727316214e-07 	 1.0 	 0.026803715137348336 	 0.996305910543131
2907 6.397204428670022e-07 	 1.0 	 0.026648741877783724 	 0.9962060702875399
2908 7.348989117470239e-07 	 1.0 	 0.026030057421653534 	 0.9967052715654952
2909 6.825734992538912e-07 	 1.0 	 0.02719962178046417 	 0.9962060702875399
2910 6.340875462815632e-07 	 1.0 	 0.026409900228927766 	 0.996305910543131
2911 8.953186235137878e-07 	 1.0 	 0.026108055416991034 	 0.996305910543131
2912 8.011439299636436e-07 	 1.0 	 0.026634927982380607 	 0.996305910543131
2913 7.827124220960968e-07 	 1.0 	 0.027245175801986057 	 0.996305910543131
2914 7.273384875338706e-07 	 1.0 	 0.026816323837894868 	 0.996305910543131
2915 6.35366973364313e-07 	 1.0 	 0.02622051177966471 	 0.9964057507987221
2916 7.225452204257011e-07 	 1.0 	 0.02747051377476396 	 0.996305910543131
2917 6.50590948492038e-07 	 1.0 	 0.026417007817880978 	 0.9962060702875399
